118	Ich	weiß	es
117	sich	selbst	und
116	bis	an	die
116	auch	in	der
115	sich	selbst	zu
114	wenn	sie	nicht
114	und	ich	habe
114	es	ist	ein
114	aber	es	ist
114	Was	ist	das
114	Es	ist	nicht
113	in	der	That
113	in	der	Erfahrung
112	zu	haben	und
112	von	Zeit	zu
112	sie	nicht	mehr
112	in	der	Anschauung
112	daß	man	sich
112	auf	dem	Boden
111	zu	sehen	und
111	wie	sie	sich
111	wenn	sie	sich
111	indem	er	sich
110	In	diesem	Augenblick
109	sich	nicht	mehr
109	es	ist	nicht
109	eine	Reihe	von
109	daß	es	sich
108	und	auf	den
108	sie	in	den
108	in	der	Reihe
107	und	setzte	sich
107	in	die	Stadt
107	den	Kopf	und
107	Das	ist	ein
106	um	so	mehr
106	des	reinen	Verstandes
106	als	er	sich
105	und	ließ	sich
105	der	andern	Seite
105	denn	es	war
105	daß	er	den
104	sich	an	die
104	gar	nicht	zu
104	der	in	der
104	daß	er	sie
104	Ich	bin	ein
103	sich	mit	den
102	und	daß	er
102	in	der	Natur
101	wieder	in	die
101	sich	in	dem
100	und	das	ist
100	denn	es	ist
99	wenn	ich	nicht
99	wandte	er	sich
99	und	daß	sie
99	sie	sich	auf
99	er	mit	der
99	bis	auf	den
98	sie	in	die
98	in	den	Händen
98	es	mit	dem
98	er	mit	dem
98	daß	ich	es
98	Tag	und	Nacht
97	wir	in	der
97	in	der	Ferne
97	es	war	ein
97	er	sich	an
97	der	Hand	und
97	dann	und	wann
97	auf	und	nieder
97	Für	sich	seins
96	wie	er	sich
96	und	als	sie
96	u	s	w
96	in	die	Welt
96	es	auch	nicht
96	die	in	den
96	der	Reihe	der
96	auf	die	Erde
95	und	mit	der
95	so	will	ich
95	so	daß	die
95	sich	in	einem
95	nach	allen	Seiten
95	mit	einem	Male
95	ist	es	auch
95	Raum	und	Zeit
94	schüttelte	den	Kopf
94	in	der	ganzen
94	in	den	Wald
94	es	sich	um
94	durch	die	Luft
94	die	Hand	und
94	daß	er	es
93	zu	werden	und
93	und	daß	die
93	er	in	den
93	auf	den	Weg
93	In	der	Tat
92	von	der	Welt
92	es	nicht	mehr
92	daß	wir	uns
92	das	An	sich
92	als	ob	ich
91	wenn	man	sie
91	ich	es	nicht
91	bis	an	den
90	wie	in	der
90	und	daß	es
90	so	war	es
90	hier	und	da
90	er	in	die
90	die	ganze	Welt
90	daß	ich	in
90	daß	es	ein
90	d	i	die
89	mit	ihm	zu
89	in	der	Form
89	daß	er	ein
89	Du	bist	ein
89	Aber	es	ist
88	sich	von	der
88	ist	noch	nicht
88	das	ist	ein
88	auf	dem	Lande
88	aber	in	der
87	wenn	er	nicht
87	sich	auf	dem
87	in	der	Regel
87	ich	kann	nicht
86	wenn	ich	mich
86	war	es	nicht
86	und	an	den
86	so	daß	man
86	nicht	von	der
86	ihm	die	Hand
86	die	Augen	und
86	daß	sie	in
86	bei	der	Hand
86	aus	dem	Hause
86	So	ist	es
85	und	mit	den
85	und	auf	die
85	um	sie	zu
85	sich	gar	nicht
85	sagte	er	zu
85	eine	halbe	Stunde
85	der	Künstlerin	Fröhlich
85	das	was	ich
85	aus	den	Augen
85	Was	willst	du
85	Ich	habe	es
84	von	der	Seite
84	und	daß	ich
84	sie	mit	dem
84	ich	mich	in
84	der	Möglichkeit	der
84	daß	ich	sie
84	daß	ich	die
84	Es	ist	aber
84	Aber	es	war
83	wenn	man	sich
83	und	von	den
83	und	durch	die
83	und	die	ganze
83	und	der	Junge
83	und	auf	dem
83	so	ist	die
83	nicht	mehr	als
83	in	diesem	Falle
83	in	Ansehung	des
83	einer	möglichen	Erfahrung
83	das	ist	das
83	als	ob	es
83	Das	ist	die
83	Das	ist	der
83	Also	sprach	Zarathustra
82	nicht	daß	ich
82	in	der	Sonne
82	er	sich	zu
82	die	von	der
82	daß	man	die
82	an	der	Wand
81	war	in	der
81	sie	mit	einem
81	in	den	Garten
81	die	ganze	Nacht
81	bis	zu	den
81	als	sei	er
81	Und	wenn	ich
81	Geb	M	Band
81	Die	Künstlerin	Fröhlich
80	wenn	man	die
80	so	kann	ich
80	nach	dem	andern
80	es	gar	nicht
80	auf	ihn	zu
79	zu	lassen	und
79	weiß	nicht	was
79	von	denen	die
79	und	wenn	man
79	so	daß	es
79	sagte	er	mit
79	sagen	daß	ich
79	mit	den	Händen
79	ich	nicht	mehr
79	daß	es	mir
78	weiß	ich	nicht
78	und	gar	nicht
78	nicht	anders	als
78	an	ihm	selbst
78	Herrn	der	Geister
77	und	über	die
77	und	wenn	es
77	sagte	sie	und
77	nicht	mehr	in
77	ein	wenig	zu
77	das	was	er
77	das	für	ein
77	Ich	kann	nicht
77	Ich	habe	mich
77	Es	ist	also
76	kann	es	nicht
76	für	das	Bewußtsein
76	das	ist	ja
75	weiß	nicht	ob
75	und	sich	in
75	sagte	der	Junge
75	noch	in	der
75	nicht	auf	die
75	mit	beiden	Händen
75	es	ist	die
75	er	sich	selbst
75	er	nicht	mehr
75	der	sich	in
75	daß	sie	ihn
75	daß	er	mit
75	aus	der	Hand
75	auf	die	Schulter
75	Nach	einer	Weile
75	Er	hatte	sich
74	zu	gleicher	Zeit
74	wieder	in	den
74	wie	ich	es
74	sie	auf	die
74	sich	auf	das
74	nicht	in	die
74	in	der	Kirche
74	in	den	Traumgedanken
74	daß	man	sie
74	Was	soll	ich
74	Ich	will	nicht
74	Es	ist	doch
74	Er	ist	ein
73	wie	er	es
73	wenn	es	nicht
73	und	von	dem
73	sie	von	der
73	sie	mit	der
73	sich	ein	wenig
73	nichts	mehr	zu
73	man	in	der
73	indem	er	die
73	in	dem	Augenblick
73	ich	bin	nicht
73	fuhr	sie	fort
73	auf	den	Rücken
73	an	die	Hand
73	Es	ist	das
72	zu	sehen	wie
72	und	wie	er
72	sich	um	die
72	sich	auf	und
72	nur	durch	die
72	nichts	weiter	als
72	der	Erde	und
72	daß	ich	ihn
72	auf	der	Welt
72	als	er	die
72	Es	ist	mir
71	was	für	ein
71	sich	aus	dem
71	noch	gar	nicht
71	daß	er	das
71	an	der	Spitze
70	was	in	der
70	und	wie	sie
70	um	den	Hals
70	so	kann	man
70	sich	selbst	als
70	rechts	und	links
70	indem	sie	sich
70	in	die	Arme
70	einer	von	den
70	die	ganze	Zeit
70	die	Höhe	und
70	daß	ich	den
70	daß	es	ihm
70	bis	auf	die
70	auf	die	Straße
70	an	der	Hand
70	Was	hast	du
70	Einheit	der	Apperzeption
69	um	zu	sehen
69	so	wie	sie
69	sie	aus	dem
69	ohne	daß	er
69	man	sich	nicht
69	in	den	letzten
69	es	ist	das
69	die	Erinnerung	an
69	der	einen	Seite
69	das	ist	nicht
69	alles	was	er
69	Was	ist	denn
69	Erkenntnis	a	priori
68	war	noch	nicht
68	sich	mit	einem
68	in	meinem	Leben
68	in	der	Seele
68	es	ist	eine
68	er	es	nicht
68	Ich	kann	es
68	Gewißheit	seiner	selbst
68	Das	ist	ja
67	wie	es	sich
67	weiß	es	nicht
67	und	er	hatte
67	und	auf	der
67	und	alles	was
67	so	ist	er
67	nicht	mehr	so
67	nicht	aus	dem
67	ist	Es	ist
67	in	der	Küche
67	in	den	Saal
67	hier	in	der
67	er	mit	einem
67	die	kleine	Maja
67	die	Form	der
67	der	Welt	und
67	das	ist	die
67	auch	gar	nicht
67	an	den	Tag
67	als	in	der
66	weil	er	sich
66	und	an	der
66	sich	in	seinem
66	mit	den	Worten
66	ich	mich	mit
66	die	sich	auf
66	das	ist	der
66	als	ob	die
66	Was	für	ein
66	Es	ist	die
66	Aber	das	ist
65	will	ich	nicht
65	wie	es	in
65	war	es	als
65	und	mit	ihm
65	und	ich	will
65	und	ich	bin
65	sich	von	dem
65	sich	selbst	nicht
65	sich	hin	und
65	sich	durch	die
65	nicht	in	den
65	ja	gar	nicht
65	ich	mich	auf
65	er	den	Kopf
65	er	auf	die
65	denn	er	war
65	daß	ich	mir
65	auf	den	Kopf
65	an	die	Stelle
65	Herr	von	Knobelsdorff
65	Das	ist	das
64	wie	sie	es
64	wie	in	einem
64	weiß	nicht	wie
64	war	und	die
64	und	wandte	sich
64	und	er	war
64	um	sich	zu
64	so	daß	der
64	so	bin	ich
64	mit	dem	er
64	kann	man	sich
64	ist	es	doch
64	ich	mit	dem
64	es	mit	der
64	die	auf	dem
64	des	Für	sich
64	der	Mitte	des
64	daß	sie	mit
64	daß	sie	es
64	daß	sie	den
64	daß	es	in
64	d	i	der
64	Vater	und	Mutter
64	Herr	von	Stechlin
63	und	mit	einer
63	und	her	und
63	und	ein	wenig
63	und	das	war
63	so	wie	ich
63	nicht	daß	sie
63	ich	bin	ein
63	für	sich	ist
63	fühlte	er	sich
63	die	er	in
62	wurde	geändert	in
62	wenn	man	es
62	von	sich	selbst
62	sie	gar	nicht
62	sich	über	den
62	sich	an	der
62	nicht	nur	die
62	mit	einer	gewissen
62	ließ	er	sich
62	habe	ich	mich
62	es	war	als
62	er	sich	von
62	da	und	dort
62	aus	dem	Wege
62	Gut	und	Böse
62	Es	war	als
62	Auf	diese	Weise
61	von	dem	ich
61	und	vor	allem
61	so	ist	sie
61	so	ist	der
61	noch	lange	nicht
61	noch	immer	nicht
61	indem	er	den
61	in	die	Küche
61	daß	in	der
61	daß	es	eine
61	auf	die	Seite
61	Ich	habe	die
61	Ich	bin	nicht
60	zu	sagen	daß
60	will	ich	dir
60	weil	sie	die
60	und	wie	es
60	und	nach	dem
60	und	es	wird
60	und	aus	dem
60	sie	sich	mit
60	sich	nicht	zu
60	sich	nach	dem
60	schon	in	der
60	nicht	an	sich
60	mit	der	er
60	gegeben	werden	kann
60	er	auf	dem
60	durch	und	durch
60	der	anderen	Seite
60	der	Geist	der
60	daß	ich	das
60	daß	der	Traum
60	als	daß	ich
60	als	daß	er
60	Herr	von	Gravenstein
60	Das	war	ein
59	zu	mir	und
59	wie	man	es
59	und	an	die
59	sondern	nur	die
59	so	wie	er
59	so	wie	die
59	so	muß	ich
59	sie	sich	an
59	nicht	mehr	an
59	in	den	ersten
59	in	den	Weg
59	in	dem	er
59	es	sich	nicht
59	ein	Wort	zu
59	der	liebe	Gott
59	der	Synthesis	der
59	der	Natur	der
59	daß	sich	die
59	das	Für	sich
59	aus	der	Ferne
59	an	diesem	Tage
59	als	daß	sie
59	Gnädiger	Herr	Hamlet
59	Es	ist	so
58	wie	man	sich
58	und	sich	mit
58	und	an	dem
58	so	wird	es
58	sie	auf	den
58	sie	auf	dem
58	sich	in	einer
58	ob	sie	gleich
58	nur	mit	dem
58	nur	auf	die
58	nicht	was	er
58	mit	dem	Kopfe
58	man	sich	in
58	ist	es	ein
58	in	der	ersten
58	ich	weiß	es
58	gar	nicht	so
58	es	nicht	so
58	er	in	seinem
58	doch	nicht	so
58	das	was	sie
58	aus	der	Tasche
58	als	sie	sich
57	über	sich	selbst
57	zu	tun	hat
57	zu	gehen	und
57	wo	er	sich
57	wie	sie	in
57	von	Anfang	an
57	unter	dem	Namen
57	und	begab	sich
57	und	auch	die
57	so	ist	das
57	rief	er	aus
57	nicht	mehr	die
57	mit	der	Zeit
57	ist	nicht	das
57	ist	gar	nicht
57	ist	denn	das
57	in	das	Zimmer
57	ich	habe	es
57	hin	und	wieder
57	die	Hände	auf
57	des	inneren	Sinnes
57	der	junge	Mann
57	der	Zeit	und
57	daß	man	ihn
57	daß	ich	von
57	daß	ich	dich
57	bis	zu	dem
57	bis	in	den
57	auf	die	Brust
57	auf	dem	Hofe
57	alles	was	ich
57	Reihe	der	Bedingungen
57	Ich	bin	der
56	zu	nehmen	und
56	wenn	ich	es
56	vor	dem	Hause
56	von	der	Natur
56	und	ich	sah
56	stand	auf	und
56	sie	mit	den
56	sich	von	den
56	nicht	so	leicht
56	nach	dem	Tode
56	ist	und	die
56	in	die	Nacht
56	ihm	in	die
56	ich	in	den
56	er	sich	wieder
56	einer	halben	Stunde
56	der	Student	Anselmus
56	den	Begriff	der
56	das	Wesen	der
56	auf	der	andern
56	an	sich	und
56	an	der	Seite
56	aber	doch	nicht
56	Und	wenn	er
56	Und	ich	sah
56	Ich	will	es
56	Gegenstände	der	Erfahrung
56	Distributed	Proofreading	Team
56	Aber	ich	habe
55	zum	Grunde	liegt
55	z	B	die
55	www	pgdp	net
55	wie	ich	sie
55	weil	sie	sich
55	und	die	Augen
55	und	der	Zeit
55	sei	und	daß
55	ist	nur	ein
55	indem	er	mit
55	in	der	er
55	in	der	Schule
55	ich	gar	nicht
55	http	www	pgdp
55	die	von	den
55	der	Vernunft	in
55	der	Natur	und
55	der	Form	des
55	an	den	Tisch
55	Online	Distributed	Proofreading
55	Ist	es	nicht
55	Ich	habe	ihn
55	Es	war	der
55	Antinomie	der	reinen
54	zur	rechten	Zeit
54	zu	bringen	und
54	wußte	nicht	was
54	wir	uns	in
54	wieder	auf	den
54	wenn	ich	das
54	weil	sie	nicht
54	und	sah	ihn
54	und	da	er
54	und	als	der
54	setzte	er	sich
54	selbst	in	der
54	noch	ein	wenig
54	nicht	daß	er
54	nach	einer	Weile
54	mit	dem	ich
54	in	der	Vorstellung
54	in	der	Folge
54	es	war	nicht
54	es	nicht	zu
54	es	ist	der
54	er	ist	ein
54	die	Hand	auf
54	die	Form	des
54	die	Einheit	des
54	daß	ich	so
54	an	den	Wänden
54	aber	ist	die
54	ab	und	zu
54	Es	war	die
54	Ding	an	sich
54	Beziehung	auf	die
53	zwischen	den	beiden
53	wie	er	sie
53	wenn	man	ihn
53	wenn	er	die
53	war	es	mir
53	und	zwar	in
53	und	immer	wieder
53	und	als	die
53	um	ihn	zu
53	so	daß	wir
53	sich	vor	dem
53	nicht	mehr	mit
53	mit	den	Fingern
53	mit	dem	was
53	indem	sie	die
53	ihm	in	der
53	er	sie	nicht
53	er	aus	dem
53	du	bist	ein
53	die	sich	mit
53	die	Reihe	der
53	der	menschlichen	Vernunft
53	denn	sie	ist
53	den	Kopf	in
53	daß	sie	von
53	daß	sie	das
53	daß	alles	was
53	bin	ich	nicht
53	auf	der	Stelle
53	am	nächsten	Morgen
53	als	wenn	sie
53	aber	ich	bin
53	Und	das	ist
53	Ja	das	ist
53	Es	ist	der
53	Das	ist	eine
52	zu	tun	ist
52	zu	beiden	Seiten
52	wenn	es	sich
52	war	nicht	mehr
52	war	es	auch
52	und	ein	paar
52	sie	sich	selbst
52	sie	in	ihrer
52	sie	es	nicht
52	sie	doch	nicht
52	sich	wie	ein
52	setzte	sich	auf
52	ohne	es	zu
52	noch	ein	paar
52	jetzt	nicht	mehr
52	er	sich	und
52	er	mit	den
52	durch	die	Stadt
52	die	Bedingung	der
52	die	Augen	auf
52	der	alte	Herr
52	der	Nähe	des
52	der	Herr	der
52	denn	er	hatte
52	den	Weg	zu
52	den	Tisch	und
52	daß	er	von
52	das	ist	eine
52	als	habe	er
52	als	er	den
52	a	priori	zu
52	Und	als	ich
52	In	der	That
52	Es	war	ihm
52	Er	fühlte	sich
51	über	das	was
51	zu	zeigen	daß
51	was	für	eine
51	vor	den	Augen
51	und	aus	der
51	und	als	ich
51	sondern	auch	die
51	sich	um	und
51	sich	mit	einer
51	nichts	zu	tun
51	nichts	als	die
51	nicht	zu	sagen
51	nicht	daß	es
51	mir	daß	ich
51	kann	man	nicht
51	ist	es	mit
51	in	der	letzten
51	in	der	Richtung
51	in	der	Gesellschaft
51	in	der	Geschichte
51	ihm	in	den
51	ich	von	der
51	für	sich	und
51	er	zu	sich
51	er	sich	vor
51	er	mit	seinem
51	er	auf	den
51	ein	einziges	Mal
51	die	Natur	der
51	die	Frage	ob
51	der	menschlichen	Natur
51	denn	ich	habe
51	denn	er	ist
51	daß	ich	mit
51	daß	er	mich
51	auf	dem	Kopfe
51	at	http	www
51	an	dieser	Stelle
51	als	wollte	er
51	Und	wenn	es
51	Und	in	der
51	Team	at	http
51	Proofreading	Team	at
51	Es	war	nicht
51	Anmerkungen	zur	Transkription
50	wieder	auf	und
50	wenn	sie	nur
50	welche	in	der
50	was	ist	das
50	war	und	daß
50	war	es	ihm
50	völlig	a	priori
50	und	daß	man
50	the	Online	Distributed
50	so	habe	ich
50	sie	sich	zu
50	sich	nicht	in
50	nicht	was	ich
50	ist	an	sich
50	in	dieser	Zeit
50	in	die	Kirche
50	in	der	Tasche
50	in	der	Idee
50	in	den	Kopf
50	in	dem	die
50	ich	will	es
50	es	war	der
50	es	sei	denn
50	es	mir	nicht
50	er	von	der
50	der	sinnlichen	Anschauung
50	der	Zeit	nach
50	denn	ich	bin
50	daß	wir	die
50	daß	ich	ein
50	daß	es	die
50	daß	du	dich
50	auch	in	den
50	an	sich	ist
50	Ich	erinnere	mich
50	Es	ist	ja
50	Er	war	ein
50	Am	nächsten	Morgen
49	war	es	ein
49	und	ich	war
49	so	werde	ich
49	sie	aus	der
49	sagte	sie	mit
49	nichts	zu	sagen
49	nicht	mit	dem
49	konnte	er	sich
49	ist	nicht	zu
49	ist	es	die
49	in	die	Tiefe
49	ich	weiß	daß
49	ich	mir	die
49	gar	nicht	in
49	fügte	er	hinzu
49	es	war	ihm
49	es	in	den
49	er	mit	seiner
49	er	in	seiner
49	durch	den	Wald
49	der	Welt	zu
49	der	Form	der
49	der	Begriff	der
49	daß	es	nur
49	das	mit	dem
49	das	kann	ich
49	das	ist	doch
49	das	in	der
49	auf	die	Dauer
49	auf	der	Seite
49	auch	nur	ein
49	anderes	als	die
49	Und	wenn	sie
49	Es	war	das
48	wußte	daß	er
48	wir	uns	nicht
48	will	ich	euch
48	wie	ein	Kind
48	werden	kann	und
48	wenn	wir	uns
48	wenn	sie	in
48	wenn	sie	die
48	wenn	ich	mir
48	wenn	auch	nicht
48	von	denen	er
48	uns	in	der
48	und	wenn	die
48	und	indem	er
48	und	ich	kann
48	und	für	die
48	und	fing	an
48	sie	durch	die
48	sie	an	sich
48	sich	selbst	in
48	sich	aus	der
48	nicht	so	viel
48	nicht	so	sehr
48	nach	der	andern
48	kann	ich	mir
48	ist	nicht	mehr
48	in	der	Stube
48	in	der	Sinnenwelt
48	im	nächsten	Augenblick
48	ich	noch	nicht
48	er	hatte	sich
48	die	Hände	in
48	des	Herrn	der
48	dem	er	sich
48	aus	der	Erfahrung
48	auf	der	Höhe
48	auf	den	Grund
48	aber	ich	kann
48	aber	auch	nicht
48	Ich	will	dir
48	Das	ist	nicht
48	Aber	ich	bin
47	zwei	oder	drei
47	zu	tun	haben
47	wenn	man	nicht
47	was	ich	dir
47	u	s	f
47	so	würde	ich
47	so	wird	er
47	sie	nicht	zu
47	sie	in	dem
47	sich	in	das
47	sich	auf	der
47	oder	auch	nur
47	noch	eine	Weile
47	nicht	mehr	und
47	nicht	in	dem
47	mit	ihr	zu
47	mich	daß	ich
47	ist	es	so
47	ist	es	mir
47	in	seinem	Leben
47	in	denen	er
47	in	Anspruch	genommen
47	ihn	in	die
47	ich	nicht	zu
47	ich	mich	an
47	f	Ps	A
47	es	doch	nicht
47	er	war	ein
47	einer	Art	von
47	die	Möglichkeit	der
47	die	Art	wie
47	der	Nähe	der
47	daß	man	nicht
47	daß	es	so
47	daß	es	der
47	daß	er	auf
47	daß	er	auch
47	das	Wesen	des
47	bis	zu	einem
47	auf	sich	selbst
47	auf	dem	Tische
47	auch	noch	so
47	als	ein	solches
47	So	will	ich
47	Sie	sind	ein
47	Es	war	mir
47	Er	war	in
47	Er	hatte	die
47	Begriff	von	einem
46	über	den	Tisch
46	zu	wissen	was
46	zu	sein	scheint
46	zu	allen	Zeiten
46	wie	es	scheint
46	was	soll	ich
46	und	über	den
46	und	in	einem
46	und	in	diesem
46	und	ich	werde
46	so	groß	wie
46	sie	auch	nicht
46	sah	ihn	an
46	ohne	zu	wissen
46	nicht	durch	die
46	nicht	auf	dem
46	mitten	in	der
46	ist	es	das
46	in	seinem	Herzen
46	in	die	Tasche
46	in	die	Erde
46	in	der	sie
46	in	der	ich
46	in	der	Wirklichkeit
46	in	der	Tiefe
46	in	der	Gegend
46	in	den	Sinn
46	ich	will	nicht
46	ich	habe	mich
46	fühlte	daß	er
46	es	ist	doch
46	er	von	dem
46	er	auf	und
46	du	mir	nicht
46	die	Stimme	des
46	die	Einheit	der
46	der	ganzen	Welt
46	den	Augen	der
46	daß	er	mir
46	daß	er	einen
46	das	weiß	ich
46	and	the	Online
46	an	daß	er
46	a	priori	in
46	Das	will	ich
45	zu	tun	und
45	zu	finden	und
45	wie	es	ihm
45	wie	es	der
45	wenn	er	sie
45	war	es	der
45	von	einem	Gegenstande
45	und	zwar	mit
45	und	wie	ich
45	und	so	fort
45	und	sagte	mit
45	und	mit	ihr
45	um	ihn	her
45	so	wie	es
45	so	sind	sie
45	sie	sich	und
45	sie	in	ihrem
45	sich	daß	er
45	ohne	daß	sie
45	ob	sie	sich
45	nicht	mit	der
45	nicht	einmal	die
45	ist	es	eine
45	in	einem	großen
45	in	diesen	Tagen
45	in	denen	die
45	in	dem	kleinen
45	in	dem	ich
45	in	Bezug	auf
45	ihr	die	Hand
45	ich	kann	es
45	ich	in	meinem
45	ich	ihn	nicht
45	gewesen	zu	sein
45	geschah	es	daß
45	genau	so	wie
45	ganz	in	der
45	fing	er	an
45	es	sich	in
45	es	noch	nicht
45	einzig	und	allein
45	einer	Reihe	von
45	du	dich	nicht
45	du	denn	nicht
45	der	Welt	der
45	daß	sie	ihm
45	daß	der	Mensch
45	aus	wie	ein
45	auf	der	Treppe
45	alles	in	der
45	Und	als	er
45	Ich	danke	dir
45	Gegenstände	der	Sinne
44	zu	sein	schien
44	während	des	Schlafes
44	wie	sie	die
44	wie	es	die
44	von	Gut	und
44	und	seine	Augen
44	und	machte	sich
44	und	es	wurde
44	und	die	beiden
44	um	mich	zu
44	sie	noch	nicht
44	sie	in	einem
44	sich	auf	einen
44	sah	er	daß
44	ohne	ein	Wort
44	ohne	daß	man
44	nichts	anders	als
44	nicht	sagen	daß
44	nicht	auf	den
44	mit	dem	sie
44	mehr	als	die
44	ist	also	die
44	ist	als	die
44	in	kurzer	Zeit
44	in	dieser	Nacht
44	in	die	Nähe
44	in	der	Kunst
44	in	dem	was
44	in	dem	großen
44	hin	und	wider
44	habe	ich	nicht
44	für	den	Traum
44	es	war	eine
44	es	aber	nicht
44	er	sich	über
44	er	sich	den
44	er	nach	dem
44	die	sie	in
44	die	Sache	selbst
44	die	Rede	ist
44	der	letzten	Zeit
44	der	alte	Mann
44	der	Begriff	des
44	den	Begriff	des
44	daß	sie	eine
44	auf	mich	zu
44	am	Ende	des
44	aber	ich	habe
44	Tausend	Geb	M
44	Mit	diesen	Worten
44	In	der	Nacht
44	Ich	weiß	daß
44	Ich	habe	sie
44	Er	setzte	sich
44	Da	sah	ich
43	zum	Grunde	liegen
43	zu	können	und
43	wenn	ich	die
43	was	hast	du
43	von	der	Stelle
43	und	nicht	mehr
43	und	ließ	die
43	und	indem	sie
43	und	in	seinem
43	und	ich	muß
43	so	als	ob
43	sie	von	dem
43	sie	sich	wieder
43	sich	von	ihm
43	sagte	Lord	Henry
43	mit	dem	Finger
43	mehr	als	ein
43	ist	nur	die
43	ist	ist	es
43	ich	in	die
43	ich	in	dem
43	gnäd	ge	Frau
43	es	ist	so
43	er	sich	nach
43	er	mit	einer
43	er	auf	der
43	eine	Menge	von
43	ein	für	allemal
43	die	reine	Vernunft
43	die	ich	in
43	die	ganze	Stadt
43	die	er	sich
43	daß	er	selbst
43	daß	er	ihn
43	d	i	ein
43	aus	sich	selbst
43	aus	dem	Zimmer
43	aus	dem	Wasser
43	aus	dem	Walde
43	auf	solche	Weise
43	als	ob	der
43	aber	er	war
43	Hadschi	Halef	Omar
43	Blick	auf	die
43	Begriffe	a	priori
42	zwischen	ihm	und
42	zu	kommen	und
42	zu	geben	und
42	wo	sie	sich
42	vor	allen	Dingen
42	von	der	Erde
42	und	wie	die
42	und	wenn	du
42	und	sie	werden
42	und	sah	sich
42	und	nur	die
42	und	ich	weiß
42	und	ich	hatte
42	und	ich	glaube
42	und	ging	mit
42	und	ging	in
42	und	ging	dann
42	tief	in	die
42	sie	auf	der
42	sich	in	eine
42	sich	bei	der
42	sagte	Klaus	Heinrich
42	oder	in	der
42	nicht	im	mindesten
42	ist	das	für
42	in	den	Hof
42	in	dem	sich
42	in	das	Haus
42	ihn	mit	einem
42	ich	auf	dem
42	hat	er	sich
42	habe	ich	mir
42	es	sich	daß
42	es	mit	den
42	er	sich	um
42	er	indem	er
42	er	in	dem
42	er	gar	nicht
42	ein	Mann	von
42	ein	Mann	der
42	die	er	mit
42	die	aus	dem
42	die	Hände	und
42	die	Augen	zu
42	der	Stadt	und
42	der	Art	wie
42	dem	Herrn	der
42	daß	sie	nur
42	daß	er	so
42	daß	du	mir
42	aus	der	Stadt
42	auf	sie	zu
42	auch	nicht	mehr
42	an	ihr	selbst
42	als	er	in
42	aber	ist	es
42	Was	soll	das
42	Vernunft	in	Ansehung
42	Reihe	der	Erscheinungen
42	Ja	es	ist
42	Hand	auf	die
42	Das	ist	doch
42	Abschnitt	Von	dem
42	Aber	in	der
41	zu	sein	Die
41	zu	halten	und
